Date,Optimized Portfolio Growth
2023-07-11,86.68894281175056
2023-07-12,85.85135364242508
2023-07-13,92.0320376879359
2023-07-14,89.201496418798
2023-07-15,90.47355883895952
2023-07-16,87.59602279400586
2023-07-17,89.09015628940563
2023-07-18,87.42533050083735
2023-07-19,87.92185790323154
2023-07-20,91.19415120126739
2023-07-21,91.6789819242341
2023-07-22,90.44785300958004
2023-07-23,91.18185511966263
2023-07-24,90.17181925665865
2023-07-25,90.87208622835047
2023-07-26,91.01187061860423
2023-07-27,91.82227000425344
2023-07-28,92.01473755144387
2023-07-29,92.57119355990982
2023-07-30,91.19276839033624
2023-07-31,90.53857781064222
2023-08-01,92.11411753786876
2023-08-02,89.29159724027242
2023-08-03,88.73200152832955
2023-08-04,88.72072494916905
2023-08-05,89.67283869311682
2023-08-06,89.20954469529896
2023-08-07,89.111619455875
2023-08-08,90.40717383908574
2023-08-09,90.63792136096727
2023-08-10,90.08953196770368
2023-08-11,89.48683213346756
2023-08-12,89.7761244011882
2023-08-13,89.17506603255129
2023-08-14,89.30899574649396
2023-08-15,86.74277615892646
2023-08-16,84.22755244022152
2023-08-17,78.84412146930775
2023-08-18,78.82165356171464
2023-08-19,79.31664682054132
2023-08-20,79.51755675592594
2023-08-21,77.69613053508456
2023-08-22,77.61169829322462
2023-08-23,79.6686150191874
2023-08-24,79.13243186740156
2023-08-25,78.90166389595538
2023-08-26,78.53760106498412
2023-08-27,79.12330619144115
2023-08-28,79.18996339591335
2023-08-29,82.01798791877674
2023-08-30,80.52647062407175
2023-08-31,78.38264199256533
2023-09-01,77.7896845789598
2023-09-02,78.06559368606604
2023-09-03,78.06865063220646
2023-09-04,78.25057389068502
2023-09-05,78.60990801693634
2023-09-06,79.10904589016786
2023-09-07,79.65747282050047
2023-09-08,78.96251042578561
2023-09-09,78.68343215714442
2023-09-10,77.33487197216803
2023-09-11,75.34405848313865
2023-09-12,77.07592983380674
2023-09-13,77.78381928405089
2023-09-14,78.42522891465411
2023-09-15,79.55039107065558
2023-09-16,79.37195518764103
2023-09-17,79.3085787426781
2023-09-18,80.13789663014605
2023-09-19,81.15083534216178
2023-09-20,80.61970652082104
2023-09-21,78.8781760708292
2023-09-22,79.46344901777456
2023-09-23,79.80711485549286
2023-09-24,78.80935434466886
2023-09-25,80.10320525951984
2023-09-26,80.24854891906587
